id	value
2156	65309
2157	65305
2158	65300
2159	65296
2160	65292
2161	65287
2162	65283
2163	65279
2164	65274
2165	65270
2166	65265
2167	65260
2168	65256
2169	65251
2170	65246
2171	65242
2172	65237
2173	65232
2174	65227
2175	65222
2176	65217
2177	65212
2178	65207
2179	65202
2180	65197
2181	65192
2182	65187
2183	65182
2184	65177
2185	65171
2186	65166
2187	65161
2188	65155
2189	65150
2190	65144
2191	65139
2192	65133
2193	65128
2194	65122
2195	65117
2196	65111
2197	65105
2198	65099
2199	65094
2200	65088
2201	65082
2202	65076
2203	65070
2204	65064
2205	65058
2206	65052
2207	65046
2208	65040
2209	65033
2210	65027
2211	65021
2212	65015
2213	65008
2214	65002
2215	64995
2216	64989
2217	64982
2218	64976
2219	64969
2220	64963
2221	64956
2222	64949
2223	64943
2224	64936
2225	64929
2226	64922
2227	64915
2228	64908
2229	64902
2230	64895
2231	64887
2232	64880
2233	64873
2234	64866
2235	64859
2236	64852
2237	64844
2238	64837
2239	64830
2240	64822
2241	64815
2242	64808
2243	64800
2244	64793
2245	64785
2246	64777
2247	64770
2248	64762
2249	64754
2250	64747
2251	64739
2252	64731
2253	64723
2254	64715
2255	64707
2256	64699
2257	64691
2258	64683
2259	64675
2260	64667
2261	64659
2262	64651
2263	64642
2264	64634
2265	64626
2266	64617
2267	64609
2268	64600
2269	64592
2270	64584
2271	64575
2272	64566
2273	64558
2274	64549
2275	64540
2276	64532
2277	64523
2278	64514
2279	64505
2280	64496
2281	64487
2282	64478
2283	64469
2284	64460
2285	64451
2286	64442
2287	64433
2288	64424
2289	64414
2290	64405
2291	64396
2292	64387
2293	64377
2294	64368
2295	64358
2296	64349
2297	64339
2298	64330
2299	64320
2300	64310
2301	64301
2302	64291
2303	64281
2304	64271
2305	64261
2306	64252
2307	64242
2308	64232
2309	64222
2310	64212
2311	64202
2312	64192
2313	64181
2314	64171
2315	64161
2316	64151
2317	64140
2318	64130
2319	64120
2320	64109
2321	64099
2322	64088
2323	64078
2324	64067
2325	64057
2326	64046
2327	64035
2328	64025
2329	64014
2330	64003
2331	63992
2332	63981
